SIDE: A
FORMAT:timestamp,temp,voltage
2024-04-02T14:33:39.154804,-999.0,2.2058823
2024-04-02T14:33:39.199293,-999.0,2.2058823
2024-04-02T14:33:39.251851,-999.0,2.2058823
2024-04-02T14:33:39.317576,-999.0,2.2058823
2024-04-02T14:33:39.384396,-999.0,2.2058823
2024-04-02T14:33:39.449349,-999.0,2.2058823
2024-04-02T14:33:39.515771,-999.0,2.2058823
2024-04-02T14:33:39.566491,-999.0,2.2058823
2024-04-02T14:33:39.633352,-999.0,2.2058823
2024-04-02T14:33:39.699080,-999.0,2.2058823
2024-04-02T14:33:39.766119,-999.0,2.2058823
2024-04-02T14:33:39.829764,-999.0,2.2058823
2024-04-02T14:33:39.883382,-999.0,2.2058823
2024-04-02T14:33:39.949938,-999.0,2.2058823
2024-04-02T14:33:40.014023,-999.0,2.2058823
2024-04-02T14:33:40.065647,-999.0,2.2058823
2024-04-02T14:33:40.117737,-999.0,2.2058823
2024-04-02T14:33:40.168379,-999.0,2.2058823
2024-04-02T14:33:40.232333,-999.0,2.2058823
2024-04-02T14:33:40.300961,-999.0,2.2058823
2024-04-02T14:33:40.366207,-999.0,2.2058823
2024-04-02T14:33:40.416650,-999.0,2.2058823
2024-04-02T14:33:40.484838,-999.0,2.2058823
2024-04-02T14:33:40.547087,-999.0,2.2058823
2024-04-02T14:33:40.598450,-999.0,2.2058823
2024-04-02T14:33:40.663863,-999.0,2.2058823
2024-04-02T14:33:40.719610,-999.0,2.2058823
2024-04-02T14:33:40.781906,-999.0,2.2058823
2024-04-02T14:33:40.850061,-999.0,2.2058823
