SIDE: A
FORMAT:timestamp,temp,voltage
2024-04-02T14:26:50.296381,-999.0,2.2058823
2024-04-02T14:26:50.336722,-999.0,2.2058823
2024-04-02T14:26:50.387790,-999.0,2.2058823
2024-04-02T14:26:50.438797,-999.0,2.2058823
2024-04-02T14:26:50.529376,-999.0,2.2058823
2024-04-02T14:26:50.587350,-999.0,2.2058823
2024-04-02T14:26:50.639134,-999.0,2.2058823
2024-04-02T14:26:50.706531,-999.0,2.2058823
2024-04-02T14:26:50.772115,-999.0,2.2058823
2024-04-02T14:26:50.840191,-999.0,2.2058823
2024-04-02T14:26:50.903721,-999.0,2.2058823
2024-04-02T14:26:50.959376,-999.0,2.2058823
2024-04-02T14:26:51.028539,-999.0,2.2058823
2024-04-02T14:26:51.089391,-999.0,2.2058823
2024-04-02T14:26:51.155067,-999.0,2.2058823
2024-04-02T14:26:51.222652,-999.0,2.2058823
2024-04-02T14:26:51.288843,-999.0,2.2058823
2024-04-02T14:26:51.353967,-999.0,2.2058823
2024-04-02T14:26:51.404589,-999.0,2.2058823
