SIDE: A
FORMAT:timestamp,temp,voltage
2024-04-02T15:24:18.249227,-999.0,2.2058823
2024-04-02T15:24:18.314818,-999.0,2.2058823
2024-04-02T15:24:18.382944,-999.0,2.2058823
2024-04-02T15:24:18.447597,-999.0,2.2058823
2024-04-02T15:24:18.499480,-999.0,2.2058823
2024-04-02T15:24:18.565335,-999.0,2.2058823
2024-04-02T15:24:18.632287,-999.0,2.2058823
2024-04-02T15:24:18.682045,-999.0,2.2058823
2024-04-02T15:24:18.748986,-999.0,2.2058823
2024-04-02T15:24:18.815482,-999.0,2.2058823
2024-04-02T15:24:18.880973,-999.0,2.2058823
2024-04-02T15:24:18.931938,-999.0,2.2058823
2024-04-02T15:24:18.997150,-999.0,2.2058823
2024-04-02T15:24:19.048350,-999.0,2.2058823
2024-04-02T15:24:19.115961,-999.0,2.2058823
2024-04-02T15:24:19.166069,-999.0,2.2058823
2024-04-02T15:24:19.230342,-999.0,2.2058823
2024-04-02T15:24:19.282691,-999.0,2.2058823
2024-04-02T15:24:19.348115,-999.0,2.2058823
2024-04-02T15:24:19.416053,-999.0,2.2058823
2024-04-02T15:24:19.482969,-999.0,2.2058823
2024-04-02T15:24:19.548781,-999.0,2.2058823
2024-04-02T15:24:19.599065,-999.0,2.2058823
2024-04-02T15:24:19.663766,-999.0,2.2058823
2024-04-02T15:24:19.716503,-999.0,2.2058823
2024-04-02T15:24:19.782170,-999.0,2.2058823
2024-04-02T15:24:19.848532,-999.0,2.2058823
2024-04-02T15:24:19.899375,-999.0,2.2058823
2024-04-02T15:24:19.964779,-999.0,2.2058823
2024-04-02T15:24:20.015263,-999.0,2.2058823
2024-04-02T15:24:20.082515,-999.0,2.2058823
2024-04-02T15:24:20.149297,-999.0,2.2058823
2024-04-02T15:24:20.215687,-999.0,2.2058823
2024-04-02T15:24:20.266133,-999.0,2.2058823
2024-04-02T15:24:20.329962,-999.0,2.2058823
2024-04-02T15:24:20.381998,-999.0,2.2058823
2024-04-02T15:24:20.447807,-999.0,2.2058823
2024-04-02T15:24:20.498711,-999.0,2.2058823
2024-04-02T15:24:20.565682,-999.0,2.2058823
2024-04-02T15:24:20.632119,-999.0,2.2058823
