SIDE: A
FORMAT:timestamp,temp,voltage
2024-04-02T14:34:48.638642,-999.0,2.2058823
2024-04-02T14:34:48.681630,-999.0,2.2058823
2024-04-02T14:34:48.733398,-999.0,2.2058823
2024-04-02T14:34:48.787479,-999.0,2.2058823
2024-04-02T14:34:48.851561,-999.0,2.2058823
2024-04-02T14:34:48.918286,-999.0,2.2058823
2024-04-02T14:34:48.984573,-999.0,2.2058823
2024-04-02T14:34:49.051785,-999.0,2.2058823
2024-04-02T14:34:49.119780,-999.0,2.2058823
2024-04-02T14:34:49.184416,-999.0,2.2058823
2024-04-02T14:34:49.253238,-999.0,2.2058823
2024-04-02T14:34:49.322303,-999.0,2.2058823
2024-04-02T14:34:49.383418,-999.0,2.2058823
2024-04-02T14:34:49.434458,-999.0,2.2058823
2024-04-02T14:34:49.501704,-999.0,2.2058823
2024-04-02T14:34:49.565326,-999.0,2.2058823
2024-04-02T14:34:49.617274,-999.0,2.2058823
2024-04-02T14:34:49.670235,-999.0,2.2058823
2024-04-02T14:34:49.732847,-999.0,2.2058823
2024-04-02T14:34:49.786626,-999.0,2.2058823
2024-04-02T14:34:49.851130,-999.0,2.2058823
2024-04-02T14:34:49.916713,-999.0,2.2058823
2024-04-02T14:34:49.983400,-999.0,2.2058823
2024-04-02T14:34:50.035085,-999.0,2.2058823
2024-04-02T14:34:50.101669,-999.0,2.2058823
2024-04-02T14:34:50.167577,-999.0,2.2058823
2024-04-02T14:34:50.235786,-999.0,2.2058823
2024-04-02T14:34:50.300195,-999.0,2.2058823
2024-04-02T14:34:50.351042,-999.0,2.2058823
2024-04-02T14:34:50.418416,-999.0,2.2058823
2024-04-02T14:34:50.469047,-999.0,2.2058823
2024-04-02T14:34:50.533599,-999.0,2.2058823
2024-04-02T14:34:50.599674,-999.0,2.2058823
2024-04-02T14:34:50.651012,-999.0,2.2058823
