SIDE: A
FORMAT:timestamp,temp,voltage
2024-04-02T14:30:23.778359,-999.0,2.2058823
2024-04-02T14:30:23.806235,-999.0,2.2058823
2024-04-02T14:30:23.859320,-999.0,2.2058823
2024-04-02T14:30:23.923548,-999.0,2.2058823
2024-04-02T14:30:23.975278,-999.0,2.2058823
2024-04-02T14:30:24.040562,-999.0,2.2058823
2024-04-02T14:30:24.109292,-999.0,2.2058823
2024-04-02T14:30:24.175354,-999.0,2.2058823
2024-04-02T14:30:24.241872,-999.0,2.2058823
2024-04-02T14:30:24.309373,-999.0,2.2058823
2024-04-02T14:30:24.375312,-999.0,2.2058823
2024-04-02T14:30:24.442327,-999.0,2.2058823
2024-04-02T14:30:24.509181,-999.0,2.2058823
2024-04-02T14:30:24.574711,-999.0,2.2058823
2024-04-02T14:30:24.625534,-999.0,2.2058823
2024-04-02T14:30:24.691301,-999.0,2.2058823
2024-04-02T14:30:24.759400,-999.0,2.2058823
2024-04-02T14:30:24.824135,-999.0,2.2058823
2024-04-02T14:30:24.892360,-999.0,2.2058823
2024-04-02T14:30:24.959180,-999.0,2.2058823
2024-04-02T14:30:25.025400,-999.0,2.2058823
2024-04-02T14:30:25.092433,-999.0,2.2058823
2024-04-02T14:30:25.158911,-999.0,2.2058823
2024-04-02T14:30:25.223318,-999.0,2.2058823
2024-04-02T14:30:25.275589,-999.0,2.2058823
2024-04-02T14:30:25.326959,-999.0,2.2058823
2024-04-02T14:30:25.392773,-999.0,2.2058823
2024-04-02T14:30:25.456527,-999.0,2.2058823
2024-04-02T14:30:25.508437,-999.0,2.2058823
2024-04-02T14:30:25.573948,-999.0,2.2058823
2024-04-02T14:30:25.625842,-999.0,2.2058823
2024-04-02T14:30:25.691824,-999.0,2.2058823
2024-04-02T14:30:25.756062,-999.0,2.2058823
2024-04-02T14:30:25.808628,-999.0,2.2058823
2024-04-02T14:30:25.867590,-999.0,2.2058823
2024-04-02T14:30:25.924973,-999.0,2.2058823
2024-04-02T14:30:25.975049,-999.0,2.2058823
