SIDE: A
FORMAT:timestamp,temp,voltage
2024-04-02T15:19:19.202561,-999.0,2.2058823
2024-04-02T15:19:19.245880,-999.0,2.2058823
2024-04-02T15:19:19.298736,-999.0,2.2058823
2024-04-02T15:19:19.363103,-999.0,2.2058823
2024-04-02T15:19:19.430774,-999.0,2.2058823
2024-04-02T15:19:19.482330,-999.0,2.2058823
2024-04-02T15:19:19.544712,-999.0,2.2058823
2024-04-02T15:19:19.596299,-999.0,2.2058823
2024-04-02T15:19:19.666105,-999.0,2.2058823
2024-04-02T15:19:19.727522,-999.0,2.2058823
2024-04-02T15:19:19.778956,-999.0,2.2058823
2024-04-02T15:19:19.850233,-999.0,2.2058823
2024-04-02T15:19:19.915239,-999.0,2.2058823
2024-04-02T15:19:19.979922,-999.0,2.2058823
2024-04-02T15:19:20.032152,-999.0,2.2058823
2024-04-02T15:19:20.097592,-999.0,2.2058823
2024-04-02T15:19:20.161486,-999.0,2.2058823
2024-04-02T15:19:20.212842,-999.0,2.2058823
2024-04-02T15:19:20.263630,-999.0,2.2058823
2024-04-02T15:19:20.330414,-999.0,2.2058823
2024-04-02T15:19:20.401647,-999.0,2.2058823
2024-04-02T15:19:20.465131,-999.0,2.2058823
2024-04-02T15:19:20.528727,-999.0,2.2058823
2024-04-02T15:19:20.579064,-999.0,2.2058823
2024-04-02T15:19:20.646930,-999.0,2.2058823
2024-04-02T15:19:20.697238,-999.0,2.2058823
2024-04-02T15:19:20.764175,-999.0,2.2058823
2024-04-02T15:19:20.829715,-999.0,2.2058823
